"FIPS","RPL_THEME1","RPL_THEME2","RPL_THEME3","RPL_THEME4"
5077,0.9898,0.7081,0.7698,0.9077
6019,0.9242,0.6905,0.9892,0.844
6107,0.9685,0.6336,0.9927,0.6371
12047,0.9895,0.7647,0.8768,0.9857
13193,0.9892,0.3346,0.737,0.9201
13239,0.9723,0.9395,0.7794,0.6065
13259,0.9844,0.192,0.9908,0.7759
21119,0.9904,0.411,0.0261,0.9876
21147,0.9978,0.3114,0.382,0.9144
21159,0.9901,0.2187,0.177,0.9799
21237,0.9987,0.9927,0.0032,0.5606
22035,0.9752,0.32,0.532,0.9946
28051,0.9981,0.9172,0.5053,0.9729
28053,0.9984,0.9812,0.5431,0.5046
28103,0.9857,0.9688,0.5371,0.9685
28133,0.9968,0.5406,0.6743,0.9328
28163,0.9809,0.9421,0.9351,0.9405
30085,0.9124,0.6113,0.5209,0.9131
35006,0.957,0.9685,0.9093,0.9959
35029,0.9949,0.9497,0.9895,0.9768
46017,0.9863,0.8723,0.7192,0.8835
46031,0.9691,0.6215,0.4928,0.5931
47095,0.9806,0.6129,0.3906,0.9481
48061,0.9567,0.7077,0.9981,0.8596
48215,0.9704,0.7096,0.9987,0.8284
48377,0.9939,0.9971,0.9978,0.7026
48445,0.9051,0.9109,0.9669,0.95
48479,0.9035,0.611,0.9994,0.8497
48489,0.9997,0.8306,0.9949,0.8386
53001,0.9274,0.6008,0.9869,0.8933
54047,0.9911,0.6141,0.3228,0.9255
1085,0.9732,0.9803,0.539,0.4954
2158,0.9936,0.5912,0.8701,0.6804
6025,0.9854,0.7759,0.9984,0.9869
12049,0.9115,0.5909,0.9519,0.9949
12051,0.9697,0.7026,0.9885,0.9892
13037,0.9943,0.3674,0.8704,0.9834
13265,0.9745,0.8889,0.4884,0.6934
22065,0.9876,0.6536,0.5692,0.9917
28055,0.9927,0.127,0.5594,0.9997
28123,0.9443,0.9834,0.9335,0.7711
28135,0.9975,0.4183,0.8848,0.9548
28157,0.9949,0.6469,0.5339,0.8201
35031,0.9955,0.8816,0.9538,0.8338
36005,0.9739,0.7517,0.9968,0.9704
37079,0.9758,0.7972,0.9417,0.9793
45069,0.9812,0.8157,0.7765,0.9847
46121,0.9911,0.5154,0.7214,0.9472
46137,0.965,0.5743,0.7128,0.971
48047,0.999,0.9663,0.994,0.9914
48229,0.9787,0.8122,0.9965,0.794
48323,0.9917,0.8415,0.9997,0.6157
48427,1,0.9287,1,0.553
28021,0.993,0.5358,0.6842,1
45005,0.9841,0.859,0.6746,0.9978
46102,0.9971,0.794,0.8879,0.9882
48131,0.9825,0.999,0.9809,0.8978
48505,0.9962,0.9452,0.999,0.6966
48507,0.9847,0.9857,0.9917,0.9331
48127,0.9946,0.9936,0.9904,0.9316
48247,0.9838,0.9994,0.9793,0.4919
